Id_Venda;Id_Produto;Id_Vendedor;Quantidade;Data_Venda;R$_Unit;R$_Total
2332;3;7;17;04/09/2023;148,14;2518,38
2333;7;14;11;09/09/2024;226,45;2490,95
2334;21;9;7;08/08/2023;133,58;935,06
2335;40;4;18;01/12/2023;687,77;12379,86
2336;26;7;4;01/10/2024;78,86;315,44
2337;15;4;4;09/02/2024;285,09;1140,36
2338;23;6;6;19/09/2024;831,11;4986,66
2339;1;7;11;09/06/2023;120,22;1322,42
2340;1;7;7;30/04/2023;120,22;841,54
2341;30;4;3;13/11/2024;285,19;855,57
2342;43;14;9;06/05/2024;275,06;2475,54
2343;42;10;12;15/03/2025;807;9684
2344;3;2;7;31/03/2025;148,14;1036,98
2345;27;5;20;12/06/2025;235,62;4712,4
2346;32;2;18;12/09/2023;376,48;6776,64
2347;37;3;9;12/04/2025;252,36;2271,24
2348;7;10;11;03/07/2023;226,45;2490,95
2349;41;12;13;14/03/2025;236,76;3077,88
2350;44;15;5;26/05/2023;914;4570
2351;22;3;11;10/11/2023;88,01;968,11
2352;43;8;3;21/04/2025;275,06;825,18
2353;22;1;20;25/10/2024;88,01;1760,2
2354;38;8;13;25/10/2024;385,66;5013,58
2355;33;11;8;19/05/2023;673,47;5387,76
2356;33;10;1;08/04/2024;673,47;673,47
2357;15;1;20;31/01/2024;285,09;5701,8
2358;8;5;8;28/10/2023;;
2359;48;7;8;31/08/2023;464,26;3714,08
2360;40;2;2;09/09/2023;687,77;1375,54
2361;9;6;16;22/05/2025;206,85;3309,6
2362;19;4;5;30/07/2023;607,69;3038,45
2363;25;4;2;17/09/2024;581,58;1163,16
2364;16;15;20;08/05/2023;957,64;19152,8
2365;29;12;11;07/08/2024;867,82;9546,02
2366;9;5;11;23/03/2025;206,85;2275,35
2367;42;13;2;14/04/2025;807;1614
2368;34;13;14;28/05/2024;937,29;13122,06
2369;42;14;10;07/10/2024;807;8070
2370;2;4;11;11/01/2023;282,28;3105,08
2371;22;4;7;24/10/2024;88,01;616,07
2372;35;1;8;14/12/2023;80,69;645,52
2373;44;12;8;18/09/2023;914;7312
2374;39;14;13;08/03/2024;691,28;8986,64
2375;34;6;6;11/01/2025;937,29;5623,74
2376;29;11;1;08/05/2023;867,82;867,82
2377;5;14;16;10/03/2023;96,07;1537,12
2378;5;4;2;28/09/2024;96,07;192,14
2379;41;3;7;18/05/2025;236,76;1657,32
2380;9;2;6;28/03/2024;206,85;1241,1
2381;38;9;7;16/11/2024;385,66;2699,62
2382;16;9;3;07/11/2023;957,64;2872,92
2383;28;12;15;24/12/2023;985,37;14780,55
2384;20;3;7;03/03/2025;732,43;5127,01
2385;16;7;6;29/06/2024;957,64;5745,84
2386;39;4;10;14/12/2023;691,28;6912,8
2387;19;10;15;26/05/2024;607,69;9115,35
2388;41;4;9;23/01/2023;236,76;2130,84
2389;31;2;12;12/11/2023;835,77;10029,24
2390;26;7;6;20/07/2023;78,86;473,16
2391;31;8;14;17/10/2023;835,77;11700,78
2392;33;10;14;29/07/2024;673,47;9428,58
2393;10;14;16;02/02/2023;704,31;11268,96
2394;2;13;13;07/03/2024;282,28;3669,64
2395;28;14;3;02/06/2023;985,37;2956,11
2396;20;10;18;04/04/2024;732,43;13183,74
2397;10;9;6;15/02/2023;704,31;4225,86
2398;17;7;15;28/03/2023;111,19;1667,85
2399;20;8;10;23/03/2024;732,43;7324,3
2400;25;9;20;28/11/2023;581,58;11631,6
2401;31;2;11;12/11/2024;835,77;9193,47
2402;9;12;16;05/07/2024;206,85;3309,6
2403;13;3;7;30/12/2024;761,22;5328,54
2404;1;1;17;19/08/2023;120,22;2043,74
2405;47;12;12;17/04/2025;401,68;4820,16
2406;32;7;14;11/09/2023;376,48;5270,72
2407;26;12;12;22/06/2024;78,86;946,32
2408;25;8;10;10/01/2024;581,58;5815,8
2409;42;10;3;14/12/2024;807;2421
2410;27;15;2;14/07/2024;235,62;471,24
2411;8;7;19;11/08/2024;606;11514
2412;11;4;14;11/01/2025;228,24;3195,36
2413;17;13;12;30/11/2024;111,19;1334,28
2414;33;12;16;05/11/2024;673,47;10775,52
2415;41;12;12;02/12/2024;236,76;2841,12
2416;45;1;13;06/06/2025;877,6;11408,8
2417;28;12;8;30/05/2025;985,37;7882,96
2418;16;8;2;25/06/2024;957,64;1915,28
2419;24;11;1;04/03/2024;886,6;886,6
2420;45;11;5;06/08/2023;877,6;4388
2421;17;10;15;22/07/2023;111,19;1667,85
2422;44;3;9;03/01/2025;914;8226
2423;16;10;19;06/09/2023;957,64;18195,16
2424;43;14;6;03/11/2024;275,06;1650,36
2425;1;2;3;16/05/2023;120,22;360,66
2426;42;12;13;25/02/2024;807;10491
2427;26;12;19;29/03/2024;78,86;1498,34
2428;6;9;7;21/07/2024;41,46;290,22
2429;28;3;14;11/05/2025;985,37;13795,18
2430;17;12;10;06/12/2024;111,19;1111,9
2431;33;9;13;19/01/2025;673,47;8755,11
2432;38;5;14;22/10/2024;385,66;5399,24
2433;47;14;3;29/03/2024;401,68;1205,04
2434;7;11;19;13/06/2025;226,45;4302,55
2435;23;14;5;13/02/2023;831,11;4155,55
2436;18;12;7;25/05/2024;105,75;740,25
2437;48;7;10;05/06/2024;464,26;4642,6
2438;1;3;16;09/05/2023;120,22;1923,52
2439;1;2;3;30/01/2023;120,22;360,66
2440;45;7;17;04/12/2023;877,6;14919,2
2441;27;11;10;30/06/2024;235,62;2356,2
2442;47;7;6;24/03/2025;401,68;2410,08
2443;12;6;6;24/11/2024;285,41;1712,46
2444;46;3;7;02/02/2024;220,5;1543,5
2445;32;3;17;23/04/2024;376,48;6400,16
2446;8;8;19;30/11/2023;606;11514
2447;14;3;7;17/09/2023;701,16;4908,12
2448;4;12;6;30/03/2025;679,93;4079,58
2449;13;5;14;11/06/2024;761,22;10657,08
2450;29;11;20;10/06/2023;867,82;17356,4
2451;7;14;6;09/02/2024;226,45;1358,7
2452;6;5;3;02/02/2024;41,46;124,38
2453;25;2;9;10/06/2025;581,58;5234,22
2454;5;6;1;16/08/2023;96,07;96,07
2455;38;4;16;21/02/2024;385,66;6170,56
2456;32;11;4;24/05/2025;376,48;1505,92
2457;1;1;9;15/01/2023;120,22;1081,98
2458;1;11;19;13/01/2024;120,22;2284,18
2459;3;2;7;31/01/2023;148,14;1036,98
2460;34;13;1;19/06/2023;937,29;937,29
2461;25;10;17;06/06/2025;581,58;9886,86
2462;18;15;16;07/03/2024;105,75;1692
2463;31;13;11;08/03/2025;835,77;9193,47
2464;39;7;11;04/06/2024;691,28;7604,08
2465;24;11;11;05/07/2023;886,6;9752,6
2466;21;14;8;02/01/2024;133,58;1068,64
2467;24;11;13;24/05/2024;886,6;11525,8
2468;25;10;2;16/07/2023;581,58;1163,16
2469;23;14;11;30/05/2024;831,11;9142,21
2470;7;1;15;28/11/2023;226,45;3396,75
2471;45;7;5;10/04/2025;877,6;4388
2472;2;10;4;15/09/2023;282,28;1129,12
2473;34;5;8;21/12/2024;937,29;7498,32
2474;24;8;20;22/02/2023;886,6;17732
2475;44;11;16;31/05/2023;914;14624
2476;33;7;7;14/04/2024;673,47;4714,29
2477;1;11;11;17/11/2024;120,22;1322,42
2478;2;11;12;07/02/2025;282,28;3387,36
2479;3;13;11;12/11/2023;148,14;1629,54
2480;44;8;8;21/02/2024;914;7312
2481;39;8;13;08/04/2025;691,28;8986,64
2482;48;10;3;07/09/2023;464,26;1392,78
2483;23;7;16;09/04/2024;831,11;13297,76
2484;43;14;4;03/02/2023;275,06;1100,24
2485;47;7;10;17/11/2023;401,68;4016,8
2486;39;4;5;28/07/2023;691,28;3456,4
2487;34;15;19;12/02/2023;937,29;17808,51
2488;46;9;2;19/09/2023;220,5;441
2489;9;8;3;27/06/2025;206,85;620,55
2490;20;14;18;22/10/2024;732,43;13183,74
2491;30;3;15;04/10/2023;285,19;4277,85
2492;8;8;18;02/11/2023;606;10908
2493;16;4;7;16/10/2024;957,64;6703,48
2494;11;13;3;04/10/2023;228,24;684,72
2495;7;7;1;16/04/2025;226,45;226,45
2496;11;15;11;01/02/2024;228,24;2510,64
2497;25;13;9;26/06/2025;581,58;5234,22
2498;15;12;9;13/07/2023;285,09;2565,81
2499;43;8;4;18/07/2023;275,06;1100,24
2500;43;3;18;14/04/2025;275,06;4951,08
2501;41;12;16;08/10/2024;236,76;3788,16
2502;6;13;11;04/06/2025;41,46;456,06
2503;15;15;19;26/05/2023;285,09;5416,71
2504;39;2;11;30/05/2024;691,28;7604,08
2505;25;15;13;22/11/2023;581,58;7560,54
2506;42;11;18;03/08/2024;807;14526
2507;28;13;8;14/08/2024;985,37;7882,96
2508;15;5;4;15/03/2025;285,09;1140,36
2509;19;2;4;11/09/2024;607,69;2430,76
2510;6;6;19;27/01/2023;41,46;787,74
2511;13;12;4;07/10/2023;761,22;3044,88
2512;37;6;5;02/01/2024;;
2513;21;7;19;22/10/2023;133,58;2538,02
2514;48;1;10;18/01/2023;464,26;4642,6
2515;4;10;18;01/05/2023;679,93;12238,74
2516;13;14;13;20/12/2024;761,22;9895,86
2517;28;6;12;19/05/2025;985,37;11824,44
2518;44;15;5;06/11/2023;914;4570
2519;34;11;20;24/05/2024;937,29;18745,8
2520;38;4;4;08/12/2023;385,66;1542,64
2521;26;1;18;26/05/2024;78,86;1419,48
2522;30;6;5;15/05/2024;285,19;1425,95
2523;19;14;8;03/01/2024;607,69;4861,52
2524;32;11;15;07/05/2023;376,48;5647,2
2525;10;10;10;09/10/2023;704,31;7043,1
2526;10;12;2;23/12/2024;704,31;1408,62
2527;39;6;10;19/07/2024;691,28;6912,8
2528;33;12;4;23/02/2024;673,47;2693,88
2529;18;14;19;29/10/2023;105,75;2009,25
2530;31;11;7;05/10/2024;835,77;5850,39
2531;32;5;13;08/11/2024;376,48;4894,24
2532;4;13;11;28/04/2025;679,93;7479,23
2533;10;14;7;11/10/2024;704,31;4930,17
2534;47;15;8;02/07/2024;401,68;3213,44
2535;45;12;2;12/01/2024;877,6;1755,2
2536;12;14;16;30/08/2023;285,41;4566,56
2537;47;7;10;30/01/2023;401,68;4016,8
2538;43;15;6;21/04/2023;275,06;1650,36
2539;2;9;13;21/04/2025;282,28;3669,64
2540;22;7;16;06/04/2024;88,01;1408,16
2541;23;13;13;10/10/2024;831,11;10804,43
2542;26;2;17;28/03/2023;78,86;1340,62
2543;47;5;10;10/09/2023;401,68;4016,8
2544;45;15;7;09/04/2024;877,6;6143,2
2545;45;14;18;11/01/2024;877,6;15796,8
2546;26;2;5;14/12/2023;78,86;394,3
2547;21;13;19;02/06/2023;133,58;2538,02
2548;4;14;10;25/01/2025;679,93;6799,3
2549;30;11;6;13/08/2023;285,19;1711,14
2550;37;3;15;09/01/2025;252,36;3785,4
2551;45;8;10;31/10/2024;877,6;8776
2552;10;4;7;14/03/2024;704,31;4930,17
2553;48;4;1;26/09/2024;464,26;464,26
2554;24;12;19;27/08/2023;886,6;16845,4
2555;7;11;5;19/05/2025;226,45;1132,25
2556;25;7;6;18/11/2023;581,58;3489,48
2557;4;2;12;01/02/2024;679,93;8159,16
2558;31;3;2;04/05/2023;835,77;1671,54
2559;8;9;11;22/06/2024;606;6666
2560;38;7;5;11/02/2024;385,66;1928,3
2561;41;12;13;24/04/2024;236,76;3077,88
2562;16;1;4;28/05/2023;957,64;3830,56
2563;16;7;16;17/05/2024;957,64;15322,24
2564;20;12;20;08/05/2023;732,43;14648,6
2565;12;11;13;17/02/2025;285,41;3710,33
2566;45;13;3;14/05/2024;877,6;2632,8
2567;30;14;13;02/10/2023;285,19;3707,47
2568;18;11;15;20/11/2023;105,75;1586,25
2569;24;1;4;15/04/2025;886,6;3546,4
2570;8;2;4;17/05/2024;606;2424
2571;32;11;17;22/03/2024;376,48;6400,16
2572;15;1;19;14/10/2024;285,09;5416,71
2573;37;10;16;03/12/2023;;
2574;18;12;4;20/01/2024;105,75;423
2575;38;3;13;09/11/2023;385,66;5013,58
2576;31;11;14;06/04/2025;835,77;11700,78
2577;20;10;5;29/01/2024;732,43;3662,15
2578;7;6;3;01/03/2023;226,45;679,35
2579;46;15;18;28/12/2023;220,5;3969
2580;12;7;1;27/06/2024;285,41;285,41
2581;26;9;18;08/06/2024;78,86;1419,48
2582;34;8;3;10/09/2024;937,29;2811,87
2583;34;14;19;25/04/2023;937,29;17808,51
2584;35;12;4;25/03/2023;80,69;322,76
2585;14;11;4;02/08/2024;701,16;2804,64
2586;12;14;20;31/08/2024;285,41;5708,2
2587;45;3;1;27/09/2024;877,6;877,6
2588;36;8;11;18/02/2025;179,43;1973,73
2589;8;1;5;14/06/2025;606;3030
2590;37;4;6;01/07/2024;252,36;1514,16
2591;6;9;9;19/03/2023;41,46;373,14
2592;3;2;4;12/02/2023;148,14;592,56
2593;33;5;12;05/06/2023;673,47;8081,64
2594;35;3;14;17/10/2023;80,69;1129,66
2595;43;1;8;19/07/2024;275,06;2200,48
2596;20;1;17;03/01/2025;732,43;12451,31
2597;19;11;18;24/11/2023;607,69;10938,42
2598;29;3;19;13/01/2025;867,82;16488,58
2599;32;12;11;13/12/2023;376,48;4141,28
2600;34;15;12;16/04/2024;;
2601;39;9;17;30/08/2024;691,28;11751,76
2602;14;12;4;06/11/2024;701,16;2804,64
2603;43;14;2;07/06/2025;275,06;550,12
2604;16;1;7;17/03/2025;957,64;6703,48
2605;10;5;7;24/06/2024;704,31;4930,17
2606;9;10;18;26/10/2024;206,85;3723,3
2607;14;10;12;09/03/2025;701,16;8413,92
2608;18;3;20;15/01/2023;105,75;2115
2609;28;2;18;10/01/2024;985,37;17736,66
2610;17;5;13;13/11/2024;111,19;1445,47
2611;42;15;6;17/01/2025;807;4842
2612;26;8;3;13/10/2023;78,86;236,58
2613;17;11;14;18/10/2023;111,19;1556,66
2614;45;3;18;19/04/2025;877,6;15796,8
2615;14;2;9;15/02/2023;701,16;6310,44
2616;41;12;7;22/04/2025;236,76;1657,32
2617;46;6;19;27/10/2024;220,5;4189,5
2618;43;11;17;03/01/2025;275,06;4676,02
2619;39;3;14;18/04/2024;691,28;9677,92
2620;10;6;14;10/10/2024;704,31;9860,34
2621;25;1;20;14/01/2025;581,58;11631,6
2622;16;2;9;20/02/2024;957,64;8618,76
2623;8;9;4;18/07/2024;606;2424
2624;44;9;14;08/02/2024;914;12796
2625;5;6;3;27/08/2023;96,07;288,21
2626;24;15;11;18/09/2023;886,6;9752,6
2627;18;3;8;12/05/2023;105,75;846
2628;18;1;4;18/03/2023;105,75;423
2629;25;4;13;10/05/2023;581,58;7560,54
2630;7;13;4;28/08/2024;226,45;905,8
2631;12;9;10;05/01/2024;285,41;2854,1
2632;38;14;16;15/05/2024;385,66;6170,56
2633;7;9;12;14/07/2023;226,45;2717,4
2634;45;10;10;19/11/2024;877,6;8776
2635;36;5;20;11/03/2023;179,43;3588,6
2636;7;15;2;21/01/2025;226,45;452,9
2637;11;6;13;10/01/2023;228,24;2967,12
2638;12;6;18;01/04/2025;285,41;5137,38
2639;36;10;13;03/12/2023;179,43;2332,59
2640;31;10;5;09/08/2023;835,77;4178,85
2641;17;1;17;15/09/2024;111,19;1890,23
2642;46;3;5;31/10/2023;220,5;1102,5
2643;10;7;19;23/12/2023;704,31;13381,89
2644;48;5;2;08/09/2024;464,26;928,52
2645;47;11;12;10/01/2024;401,68;4820,16
2646;46;13;8;27/04/2023;220,5;1764
2647;44;10;14;07/06/2025;914;12796
2648;46;8;6;21/04/2023;;
2649;29;6;15;27/08/2023;867,82;13017,3
2650;33;5;9;28/10/2024;673,47;6061,23
2651;28;9;8;10/03/2025;985,37;7882,96
2652;20;11;3;21/01/2025;732,43;2197,29
2653;20;7;11;11/06/2024;732,43;8056,73
2654;6;11;3;03/06/2024;41,46;124,38
2655;5;12;8;22/05/2025;96,07;768,56
2656;6;3;19;01/09/2023;41,46;787,74
2657;4;2;10;14/02/2025;679,93;6799,3
2658;36;15;16;21/10/2024;179,43;2870,88
2659;1;7;17;23/04/2025;120,22;2043,74
2660;47;3;16;21/04/2025;401,68;6426,88
2661;32;9;18;19/06/2024;376,48;6776,64
2662;45;2;13;10/05/2025;877,6;11408,8
2663;1;10;7;05/09/2023;;
2664;48;1;14;23/10/2023;464,26;6499,64
2665;45;9;12;11/11/2024;877,6;10531,2
2666;16;12;17;12/05/2025;957,64;16279,88
2667;44;10;2;01/03/2023;914;1828
2668;39;8;6;14/01/2024;691,28;4147,68
2669;44;15;17;21/06/2023;914;15538
2670;15;3;3;13/09/2023;285,09;855,27
2671;24;14;5;25/12/2024;886,6;4433
2672;33;6;2;27/03/2023;673,47;1346,94
2673;28;8;13;17/05/2023;985,37;12809,81
2674;11;6;4;09/10/2023;;
2675;22;15;8;24/01/2024;88,01;704,08
2676;35;14;4;18/01/2024;80,69;322,76
2677;19;5;16;30/10/2024;607,69;9723,04
2678;19;5;7;19/08/2024;607,69;4253,83
2679;1;12;19;23/11/2023;120,22;2284,18
2680;26;4;10;20/04/2023;78,86;788,6
2681;42;9;2;05/06/2025;807;1614
2682;30;15;20;21/01/2024;285,19;5703,8
2683;32;1;12;05/06/2024;376,48;4517,76
2684;1;10;15;17/03/2025;120,22;1803,3
2685;22;5;12;30/11/2024;88,01;1056,12
2686;7;1;12;05/06/2025;226,45;2717,4
2687;47;3;13;14/01/2024;401,68;5221,84
2688;23;1;4;22/01/2025;831,11;3324,44
2689;28;8;7;27/04/2025;985,37;6897,59
2690;6;9;17;24/06/2023;41,46;704,82
2691;10;7;4;01/04/2025;704,31;2817,24
2692;32;1;5;02/05/2025;376,48;1882,4
2693;43;5;8;19/03/2023;275,06;2200,48
2694;31;7;12;05/06/2023;835,77;10029,24
2695;20;6;14;20/07/2024;732,43;10254,02
2696;12;9;9;30/12/2024;285,41;2568,69
2697;7;8;15;20/09/2023;226,45;3396,75
2698;11;3;12;17/05/2023;228,24;2738,88
2699;48;7;1;04/08/2023;464,26;464,26
2700;23;15;7;08/02/2024;831,11;5817,77
2701;8;4;10;02/03/2025;606;6060
2702;3;3;13;23/12/2023;148,14;1925,82
2703;27;12;11;27/01/2023;235,62;2591,82
2704;3;3;7;04/02/2025;148,14;1036,98
2705;31;11;9;05/07/2023;835,77;7521,93
2706;8;7;16;02/06/2025;606;9696
2707;36;8;5;05/04/2024;179,43;897,15
2708;21;13;13;16/09/2024;133,58;1736,54
2709;33;12;13;09/04/2024;673,47;8755,11
2710;9;2;4;29/03/2024;206,85;827,4
2711;2;3;5;23/12/2024;282,28;1411,4
2712;23;9;1;23/07/2024;831,11;831,11
2713;44;4;2;30/04/2024;914;1828
2714;44;14;11;31/07/2024;914;10054
2715;28;10;1;02/08/2023;985,37;985,37
2716;28;8;10;21/07/2024;985,37;9853,7
2717;19;8;3;01/04/2024;607,69;1823,07
2718;28;4;20;14/02/2025;985,37;19707,4
2719;10;12;17;09/09/2023;704,31;11973,27
2720;12;4;9;12/09/2023;285,41;2568,69
2721;8;14;9;02/04/2023;606;5454
2722;45;4;14;18/07/2024;877,6;12286,4
2723;13;8;4;24/01/2023;761,22;3044,88
2724;45;12;17;09/10/2023;877,6;14919,2
2725;40;3;7;09/12/2023;687,77;4814,39
2726;38;11;5;10/04/2023;385,66;1928,3
2727;15;2;5;23/09/2024;285,09;1425,45
2728;26;1;9;14/01/2024;78,86;709,74
2729;13;15;5;20/03/2023;761,22;3806,1
2730;28;1;20;26/09/2024;985,37;19707,4
2731;13;2;2;10/11/2024;761,22;1522,44
2732;25;7;17;27/03/2023;581,58;9886,86
2733;20;12;8;26/10/2023;;
2734;15;6;14;09/09/2024;285,09;3991,26
2735;31;1;17;22/06/2024;835,77;14208,09
2736;28;11;2;14/02/2025;985,37;1970,74
2737;20;2;9;16/03/2024;732,43;6591,87
2738;24;5;12;20/02/2024;886,6;10639,2
2739;46;7;8;05/04/2023;220,5;1764
2740;21;15;2;24/06/2023;133,58;267,16
2741;12;1;1;01/12/2023;285,41;285,41
2742;4;11;11;18/10/2024;679,93;7479,23
2743;14;5;16;01/06/2024;;
2744;18;15;20;07/07/2023;105,75;2115
2745;7;7;6;25/05/2024;226,45;1358,7
2746;17;8;12;26/03/2025;111,19;1334,28
2747;22;5;4;03/03/2024;88,01;352,04
2748;7;11;1;25/11/2024;226,45;226,45
2749;44;9;5;13/09/2024;914;4570
2750;22;6;12;24/10/2023;88,01;1056,12
2751;48;13;19;13/11/2023;;
2752;34;10;12;26/10/2023;937,29;11247,48
2753;16;11;9;08/06/2024;957,64;8618,76
2754;14;10;13;02/12/2023;701,16;9115,08
2755;6;15;4;14/09/2024;41,46;165,84
2756;9;11;20;08/05/2024;206,85;4137
2757;8;1;19;28/05/2025;606;11514
2758;42;14;7;14/09/2024;807;5649
2759;13;12;15;25/11/2024;761,22;11418,3
2760;7;2;18;09/05/2023;226,45;4076,1
2761;40;6;10;29/09/2024;687,77;6877,7
2762;47;8;7;08/05/2023;401,68;2811,76
2763;35;12;5;22/10/2024;80,69;403,45
2764;3;3;7;14/05/2024;148,14;1036,98
2765;27;9;9;29/03/2025;235,62;2120,58
2766;36;6;12;28/07/2023;179,43;2153,16
2767;29;11;4;20/01/2024;867,82;3471,28
2768;28;2;16;09/08/2024;985,37;15765,92
2769;27;9;17;29/12/2024;235,62;4005,54
2770;2;3;20;12/07/2024;282,28;5645,6
2771;18;12;5;02/12/2023;105,75;528,75
2772;19;1;19;20/06/2024;607,69;11546,11
2773;4;13;7;16/05/2025;679,93;4759,51
2774;48;14;13;01/10/2023;464,26;6035,38
2775;32;11;18;05/12/2023;376,48;6776,64
2776;33;2;6;30/03/2023;673,47;4040,82
2777;29;13;17;23/01/2023;867,82;14752,94
2778;25;9;13;15/08/2024;581,58;7560,54
2779;26;10;9;08/08/2024;78,86;709,74
2780;14;3;1;23/05/2025;701,16;701,16
2781;11;10;7;06/04/2024;228,24;1597,68
2782;38;12;1;19/07/2023;385,66;385,66
2783;33;8;17;25/06/2023;673,47;11448,99
2784;46;12;17;17/01/2025;220,5;3748,5
2785;17;5;8;11/02/2025;111,19;889,52
2786;19;12;9;29/03/2023;607,69;5469,21
2787;36;2;6;03/02/2024;179,43;1076,58
2788;15;1;18;14/04/2023;285,09;5131,62
2789;16;5;2;30/10/2024;;
2790;41;3;9;18/04/2024;236,76;2130,84
2791;9;5;2;26/07/2023;206,85;413,7
2792;42;4;7;10/07/2024;807;5649
2793;35;2;1;10/04/2025;80,69;80,69
2794;42;6;20;07/01/2025;807;16140
2795;24;6;3;12/08/2023;886,6;2659,8
2796;46;15;18;18/09/2024;220,5;3969
2797;17;12;5;22/01/2023;111,19;555,95
2798;27;15;20;06/12/2024;235,62;4712,4
2799;19;6;2;24/09/2023;607,69;1215,38
2800;41;14;1;09/10/2023;236,76;236,76
2801;23;4;9;09/01/2024;831,11;7479,99
2802;12;5;1;08/04/2023;285,41;285,41
2803;35;11;19;19/04/2023;80,69;1533,11
2804;7;12;13;04/05/2024;226,45;2943,85
2805;42;5;20;20/01/2024;807;16140
2806;36;4;15;27/04/2023;179,43;2691,45
2807;15;6;9;27/11/2024;285,09;2565,81
2808;14;10;13;04/03/2024;701,16;9115,08
2809;10;8;8;15/05/2023;704,31;5634,48
2810;47;12;14;13/05/2025;401,68;5623,52
2811;24;3;16;18/07/2023;886,6;14185,6
2812;6;8;6;16/08/2023;41,46;248,76
2813;30;3;6;14/05/2024;285,19;1711,14
2814;13;10;16;17/05/2024;761,22;12179,52
2815;47;3;10;13/05/2023;401,68;4016,8
2816;2;5;6;11/11/2024;282,28;1693,68
2817;12;14;13;27/08/2024;285,41;3710,33
2818;44;10;7;06/06/2024;914;6398
2819;5;3;3;12/10/2023;96,07;288,21
2820;28;4;15;21/01/2023;985,37;14780,55
2821;42;7;4;05/01/2025;807;3228
2822;47;9;5;09/10/2024;401,68;2008,4
2823;47;13;1;15/07/2023;401,68;401,68
2824;39;2;13;09/09/2023;691,28;8986,64
2825;25;1;4;22/02/2023;581,58;2326,32
2826;1;13;2;24/03/2025;120,22;240,44
2827;9;4;3;29/01/2025;206,85;620,55
2828;18;3;20;28/06/2023;105,75;2115
2829;1;13;1;21/12/2023;120,22;120,22
2830;7;9;11;07/05/2024;226,45;2490,95
2831;46;2;7;19/10/2023;220,5;1543,5
2832;9;8;19;13/05/2023;206,85;3930,15
2833;29;14;6;22/11/2023;867,82;5206,92
2834;20;6;16;05/05/2023;732,43;11718,88
2835;10;4;2;10/02/2023;704,31;1408,62
2836;35;12;9;07/09/2024;80,69;726,21
2837;41;9;4;26/01/2023;236,76;947,04
2838;2;14;2;01/05/2024;282,28;564,56
2839;7;9;10;29/05/2023;226,45;2264,5
2840;7;9;14;20/01/2023;226,45;3170,3
2841;10;1;8;26/03/2025;704,31;5634,48
2842;2;4;14;24/09/2024;282,28;3951,92
2843;25;3;12;01/05/2023;581,58;6978,96
2844;42;5;8;06/03/2024;;
2845;44;7;4;28/06/2024;914;3656
2846;32;3;4;07/10/2023;376,48;1505,92
2847;15;2;10;26/02/2023;285,09;2850,9
2848;23;2;20;14/07/2024;831,11;16622,2
2849;22;2;12;26/10/2024;88,01;1056,12
2850;6;15;2;27/12/2024;41,46;82,92
2851;39;3;6;27/02/2025;691,28;4147,68
2852;28;9;11;03/02/2024;985,37;10839,07
2853;39;3;14;18/03/2025;691,28;9677,92
2854;10;15;10;30/03/2024;704,31;7043,1
2855;40;14;10;13/02/2023;687,77;6877,7
2856;23;15;4;16/09/2023;831,11;3324,44
2857;18;15;16;11/02/2025;105,75;1692
2858;43;6;9;30/06/2023;275,06;2475,54
2859;46;13;3;16/10/2023;220,5;661,5
2860;1;14;5;23/06/2024;120,22;601,1
2861;42;3;11;18/01/2024;807;8877
2862;10;7;15;24/08/2024;704,31;10564,65
2863;47;13;16;06/02/2025;401,68;6426,88
2864;5;2;19;21/06/2024;96,07;1825,33
2865;28;12;9;11/05/2025;985,37;8868,33
2866;10;2;11;05/10/2023;704,31;7747,41
2867;9;3;13;17/04/2024;206,85;2689,05
2868;23;6;16;01/12/2024;831,11;13297,76
2869;28;8;14;22/01/2023;985,37;13795,18
2870;39;13;11;02/01/2025;691,28;7604,08
2871;9;13;8;16/10/2023;206,85;1654,8
2872;25;7;18;04/05/2024;581,58;10468,44
2873;32;9;18;15/06/2025;376,48;6776,64
2874;32;9;18;23/04/2023;376,48;6776,64
2875;15;7;3;23/04/2023;285,09;855,27
2876;38;12;14;31/10/2024;385,66;5399,24
2877;34;10;8;06/04/2023;937,29;7498,32
2878;45;2;8;30/08/2024;877,6;7020,8
2879;24;1;7;23/10/2024;886,6;6206,2
2880;2;6;18;30/04/2023;282,28;5081,04
2881;31;3;4;02/05/2024;835,77;3343,08
2882;4;15;12;23/07/2023;679,93;8159,16
2883;24;14;5;15/01/2023;886,6;4433
2884;19;8;5;11/05/2023;607,69;3038,45
2885;36;15;14;17/10/2023;179,43;2512,02
2886;16;4;8;01/03/2025;957,64;7661,12
2887;4;12;5;08/04/2023;679,93;3399,65
2888;8;12;5;03/05/2023;606;3030
2889;25;12;1;13/03/2023;581,58;581,58
2890;45;7;12;09/01/2025;877,6;10531,2
2891;4;12;4;28/04/2024;679,93;2719,72
2892;43;10;3;10/01/2023;275,06;825,18
2893;31;14;20;30/04/2025;835,77;16715,4
2894;11;1;5;19/04/2025;228,24;1141,2
2895;24;3;3;22/02/2023;886,6;2659,8
2896;16;2;1;14/03/2025;957,64;957,64
2897;37;14;14;14/07/2024;252,36;3533,04
2898;10;13;6;06/03/2024;704,31;4225,86
2899;31;12;5;18/04/2025;835,77;4178,85
2900;48;9;10;09/01/2025;464,26;4642,6
2901;31;7;11;02/09/2024;835,77;9193,47
2902;29;13;1;12/07/2024;867,82;867,82
2903;19;2;5;21/02/2023;607,69;3038,45
2904;4;15;2;23/10/2024;679,93;1359,86
